title,body,tensorflow,monte_carlo,jupyter,data_viz,docker,c,numerical_methods,r,simulation,nlp,machine_learning,pytorch,update,probability_distribution,military,statistics,from_scratch,Apple,regression,deep_learning,sql,analysis,algorithms,linear_algebra,euler,spark,bayesian,markov_chain
R Tutorial (4),"In this post, we will continue our journey down the R road to take a
deeper dive into data frames. R is great for data analysis and wranging
when it comes to dealing with tabular data, especially thanks to the
 package, which is R’s equivalent of Python’s . Let’s begin by loading . We will also be using the  package, which is a dataset
documenting all flights departing New York City in 2013. Lets take a look at what this dataset looks like. On a quick side note, I’ve recently realized that we can also use the
pipe operator  from . This is somewhat similar to how
pipes work in UNIX. For example, instead of , we can also
do I’ve found that some people refer to use this pipe operator when dealing
with , because doing so arguably improves code readability by
separating out the dataset from the rest of the arguments of the
function. With this note in mind, let’s jump into . In this section, we will take a look at some basic operations we can
perform on data frames, namely , , , ,
and . If you are familar with SQL or , the semantics
of some of this words might come a bit more naturally. But even if they
don’t, worry not; we will go through each function one by one and get
our hands dirty. As the name implies,  literally filters the data frame according
to some condition. This is similar to how filter works in other
languages. Let’s take a look at a Python example. To run Python code in
R notebooks (which I found incredibly useful and fascinating), we can
import the  package. Here, we have filtered the  list according to the simple 
function defined in-line. This is essentially how  works in
 as well. Let’s take a look at an example. Say we want to only
look at flights scheduled on January 1st. Then, we can do In a simple example like this, using pipe operators may not be
necessary, but one advatnage is that we can avoid the use of nested
functions. We can also avoid the use of creating intermediary local
variables. Let’s continue our discussion of the  function.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (4),"We can exploit
the full powers of  by using it in conjunction with various
logical operators. For example, if we want to retrieve the list of
flights that occurred in either January or Feburary, we can do The  translates to “or.” We also have things like , with stands
for “and,” , which stands for “not,” and , which stands for
the exclusive or. One refinement we can add to the statement above is the use of . To check for ranges, we can use the  function. For example, Here, we only filter those flights whose departing time was between 6
and 7 in the morning. As one last example, let’s filter through the data frame and try to see
which entries have missing values for . To do this, we can use
. We see that there are a total of 8255 rows whose  column is
missing.  is another very useful function for retrieving information from
a data frame. If a voice in your head starts whispering SQL, well,
that’s sort of the right idea. The  function, as you might
expect, literally selects columns from a data frame, much like the
 statement in SQL does the same. Of course, we can also add
conditions for selection, similar to how  works in SQL.
Let’s get more concrete by taking a look at an example. Here, we have selected three columns, , , and , from
the  data frame. We can also make use of slicing for selection, using the  and the 
syntax. Here, we have selected every column except the ones between  to
, inclusive. The power of  truly comes into light when we use in conjunction
with other helper functions, such as , , or
. This is somewhat similar to what SQL offers with the
 keyword. For example, would give us data points from  where the entry starts with the
character . This directly corresponds to the  helper
function. Another useful function to have under our belt is the ability to create
new columns using existing columns in the data frame. For example, we
might want to calculate a new variable, , as follows: An easy way to achieve this is to use . Let’s see this in
action.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (4),"Here, we first created a new column, named , using the formula
delineated above, then selected that specific column and displayed the
first five entries. Note that  is not an in-place operation. Instead, it creates a
copy. Therefore, in order to save the results, we must store it to a new
data frame object. What if we want to get only the newly created column, instead of
appending it to the entire copy of the data frame? In other words, is
there a more elegant way of doing things instead of applying 
after  as we have done in the example above? Well, this is
exactly what  is for. This gives us the same result as applying a  after ,
and indeed it is much more concise and readable. While 
does not really add expressive power, it is a convenient function to
have nonetheless. In SQL speak,  is R’s way of ordering entries in ascending or
descending order. In , we can achieve the same result using
. Let’s take a look. Because we arranged, or sorted, the data frame in the order of ,
, and , the first entries we get are from January 1st of  is a very useful function that collapses contents on the
data frame into a single row. Quite aptly, it provides a nice way to
summarize the data. For example, if we are interested the mean of the
 column, we might do Here, we have calculated the mean of  and labeled it as
. We toggle  since  does contain null
entries. Aside from  there are several functions can come in handy. Here
is a non-exhaustive list: For example, let’s see how  works. This is functionally equivalent to This provides a nice segue into , which we have just seen
in the example above.  is useful, but it is pretty boring when used alone.
Instead, we might want to use it in conjunction with , which
is another very powerful function in . If you come from a
 or SQL background, you might already be familiar with what
 does: as the name implies, the  operation
groups the data frame according to some axis or column dimension. This
is useful because now we can apply operations like calculating the mean
on these groups individuall, then get an aggregated result.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (4),"For
instance, Now we get a nice summary of the data set, namely the mean delay time
for flights each month. Here, we might proceed with some visualization.
Here is a quick review.  It seems like the most delays happen in the summer and the winter. We
can’t be sure with just this data, and we certainly shouldn’t be jumping
to any conclusions, but one plausible hypothesis might be that people
tend to go on vacation trips during these months, possibly leading to
more delays as more flights are in operation. One useful note to mention is the fact that grouping by multiple
variables, then applying a summary effectively peals off one layer of
the axis by which the data frame is grouped. This is a mouthful, but
let’s see what this means with an example. If we apply another summary on this data frame, we obtain Notice that the  column is now gone, and instead we have a data
frame grouped by  and  only. Then, it won’t come as a
surprise that re-applying this step once more would result in
: In this case, the  result is uninteresting because the dataset
only pertained to flights that occurred in 2013 to begin with. But if we
had more than one year, then we would expect the results to have shown
up here.  is not the only function that works well with
. In fact, we can use it on any function we have learned so
far. For example, here is an example with . This returns a data frame containing entries for only popular
destinations. Here is another example, this time in combination with ,
, and . As can be witnessed in these examples,  offers a powerful
way of organizing data, especially when combined with different
operators. Let’s take a look at an example from R4DS, which is the task of
exploring the relationship between distance and the average delay for
each flight destination. Here is one way we might go about it using the
pipeline operator and the functions we have learned so far. Now that we have the data ready, let’s try plotting it.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (4),"We’ve grouped the data set according to , then applied some
summarize function to aggregate the data by mean, then filtered the
results so that we only have destinations that had more than 20 flights
in 2013.Note that we chucked in a function we haven’t seen before,
, which basically returns the number of rows in a data frame.
Because we applied a , the  would give us the number of
counts of entries for each destination. The  aspect of the
workflow should be familiar from the previous tutorial. We can also use  in conjunction with  by using pipe. For
example, say we want to drill down on flight delay times. First, let’s
begin by filtering entries with missing values. Using this data frame, we can create a plot as follows:  Let’s get rid of some outliers with only a few counts, as they skew the
y-axis.  See how we were able to use  data frame manipulation with
 directly: we were able to elide the  argument
because the resulting data frame was directly piped into the 
function. R4DS Chapter 3 contained a lot of dense information, but the basics of
using pipelines, selecting, mutating, fitering, and group-by’s on data
frames are no doubt useful skills that will come in handy in future
tutorials. I personally don’t think it is necessary to digest everything
that is in the book nor what is written here: instead, it’s important to
see the philosopy of R and . It’s always fun to learn new syntax
of a language, and I think that’s part of the reason why I’ve enjoyed
writing this post despite the density of the material presented. I hope you enjoyed reading this post. In the next post, we’ll probably
discuss the how-to’s of exploratory data analysis, thus putting our
skills to the test. See you in the next one!.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Basics with Pandas,"Recently, I was compelled by my own curiosity to study SQL, a language I have heard about quite a lot but never had a chance to study. At first, SQL sounded difficult and foreign largely because it was a language fundamentally different from other programming languages I had studied, such as Java, Python, or R. However, after watching this fantastic video tutorial on YouTube, and completing a relevant course on DataCamp, I think I now finally have a somewhat concrete understanding of what SQL is and how to use it. Of course, I’m still so far away from being fluent in SQL, and the queries I can write are still pretty basic. Much like the blog post on R, this post will serve as a reference for myself. Note: This notebook was drafted in January of 2020, yet I never had a chance to finish it. Finally, while working on some R tutorial notebooks on the  package, I was reminded of this draft and hence decided to publish it. Hopefully this editorial discontinuity does not affect the quality of writing and content of this article. There are many different ways of using and accessing SQL from Jupyter Notebooks. Here, I introduce two simple ways of practicing SQL without much complicated setup. The first on the list is , which allows us to use magic commands in Jupyter notebooks. To install, simply type the following line in the terminal, assuming that you have activated the conda virtual environment of choice. We can now use the  magic command in Jupyter to connect to a local database. In my case I had a MySQL database initialized at localhost, and was able to connect to it as a root user. Note that you should replace  in the example command below according to your own configuration. Now that we have successfully connected to the data, we can use SQL commands in Jupyter! This method works, but it requires that you set up a MySQL server on your local workstation. While this is not particularly difficult, this method is somewhat made less compelling by the fact that it does not work right out of the box. The method I prefer, therefore, is the one that I would like to introduce next.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQL Basics with Pandas,"is an incredibly widely used Python module for deailng with tabular data. It some similarities with SQL in that they both deal with tables at the highest level. Of course, the two serve very different purposes: SQl is intended as a backend exclusive language, powering huge database servers and allowing developers to quickly query through large amounts of data. , on the other hand, is a must-have in the Python data scientist’s toolbox, allowing them to extract new insight from organized tabular data.  is a Python module that allows us to query s using SQL syntax. In other words, it is a great way to learn SQL. The benefit of this approach is that no database setup is necessary: as long as there is some tabular data to work with, say some  file, we are ready to go. For the purposes of this post, we will thus be using this latter approach. With all that said, let’s get started. In this section, we will go over some basic core SQL statements to get our feet wet. It would be utterly impossible for me to cover SQL syntax in any level of detail in a single blog post, but this is a start nonetheless. At the minimum, I hope to continue this series as I start learning more SQL. The main references used to write this post were this excellent Medium article and the official documentation on the  website. Let’s begin by loading a library to import some sample toy datasets at our disposal. Let’s first see a simple example of  in action, alongwith . One of the perks of SQL is that it somewhat reads like plain English instead of complicated computer code. Of course, SQL statements can get quite complex, in which case this rule starts to break down. However, it isn’t too difficult to see what the statement above is doing: it is selecting the column  and  from the  dataset which we loaded, and showing the top five results only in accordance with the . We can also replicate the output of  by doing the following. The  is essentially a wild card argument that tells SQL that we want information pulled from every column instead of a specified few.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQL Basics with Pandas,"This can be handy when we want to take a glimpse of the contents of the database.  is not the only addition we can make to a  statement. For instance, consider the keyword , which does exactly what you think it does: As you can see,  allows us to select only unique values in the table. Note that  offers a simliar function, , with which we can somewhat recreate a similar result. Another useful fact to remember is that  most often goes along with . We can imagine many instances where we would want to retrieve only those data entries that satisfy a certain condition. In the example below, we retrieve only those data entries whose species are labeled as . In  speak, we would have done the following: The  version is not too difficult just yet, butI prefer SQL’s resemblance to plain human language. Just for the sake of it, let’s take a look at a slightly more complicated conditioning we can perform with , namely by linking multiple conditions on top of each other. In this example, we select  and  for only those entries whose species is setosa and  is smaller than 3.2 (this number is entirely random). All we did there was join the two conditions via the  keyword. In , this is made slighty more confusing by the fact that we use slicing to make multi-column selections. And by the same token, the  SQL keyword translates into  in . Instead of sticking  in the end, we could have used  as we have been doing so far. It isn’t difficult to see that introducing more conditionals can easily result in somewhat more longer statements in Python, whereas that is not necessarily the case with SQL. This is not to say that  is inferior or poorly optimized; instead, it simply goes to show that the two platforms have their own comaprative advantages and that they mainly serve different purposes. Often time when sorting through some tabular data, we want to sort the entries in ascending or descending order according to some axis. For example, we might want to rearrange the entries so that one with the largest  comes first. Let’s see how we can achieve this with SQL. By default, the  keyword in SQL lists values in asending order.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQL Basics with Pandas,"To reverse this, we can explicitly add the  keyword. We see that the entries with the largets  is indeed at the top of the selected query result. We can also achieve a similar result in . In this case, I think  also offers a simple, clean interface to access data. One point to note is that both SQL and  have the same default settings when it comes to ordering or sorting entries: by default, . Also, it is interesting to see that SQL does not have references to row values or IDs because we did not set them up, whereas  automatically keeps track of the original location of each row and displays them in the queried result. I decided to jam-pack this last section with a bunch of somewhat similar commands: namely, , , and . These commands are loosely related to each other, which is why they are all grouped under this section. Speaking of groups, we will continue our discussion of SQL and  in another post, starting with things lilke  and . Anyhow, let’s begin by taking a look at . In SQL, we can make selections based on whether an entry falls into a certain category. For instance, we might want to select data points only for setosas and virginicas. In that case, we might use the following SQL statement. 100 rows × 5 columns To demonstrate the fact that we have both setosas and virginicas, I decided to avoid the use of . The resulting table is has 100 rows and five columns. Let’s see if we can replicate this result in  using . 100 rows × 5 columns As expected, we also get a 100-by-5 table containing only setosas and virginicas. It is worth noting that this was not the smartest way to go about the problem; we could have used negative boolean indexing: namely, we could have told  to pull every data point but those pertaining to versicolors. For example, 100 rows × 5 columns In development settings, we would of course use the negative boolean indexing approach shown immediately above, but for demonstration purposes, it helps to see how  can be used to model . In SQL, empty values are encoded as .",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQL Basics with Pandas,"We can perform selection based on whether or not there is a  entry in a row. This functionality is particularly important to preprocess data, which might be fed into some machine learning model. First, observe that the current  data does not have any  values. Therefore, let’s add two dummy rows for the purposes of this demonstration. There are many ways to go about adding a row. For example, we might want to assign a new row by saying , or use . Let’s try the first approach for simplicity. Now that we have this dummy row, let’s see what we can do with SQL. In fact, the syntax is not so much different from what we’ve been doing so far. The only new part is , which specifies that a certain attribute or column is . Again, this is one of those instances that show that SQL statements somewhat read like normal English statements. , on the other hand, obviously doesn’t flow as easily, but its syntax is not so much complicated either: Again, this shows that boolean indexing is a huge component of sifting through  data frames. A lot of the inspiration behind this API obviously comes from R and  treatment of its own data frames. The  function does the exact opposite of . Without running the function, we already know that substituting  with  will simply give us the rest of all the rows in the  dataset. This post was intended as an introduction to SQL, but somehow it digressed into a comparison of SQL and  syntax. Nonetheless, for those who are already familiar with one framework, reading this cross comparison will help you glean a more intuitive sense of what the other side of the world looks like. As mentioned earlier, SQL and  each have their strenghts and weaknesses, and so it definitely helps to have both tools under the belt. As you might notice, my goal is to eventually gain some level of proficienchy in both Python, SQL, and R; hence the posts on R lately. It’s interesting to see how different tools can be used to approach the same problem. Better illuminated in that process are the philosophies behind each frameworks: where they each borrowed inspiration from, what values or UX aspects they prioritize, and et cetera.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R Tutorial (3),"A few days ago, I saw a friend who posted an Instagram story looking for partners to study R with. I jumped at the opportunity without hesitation—based on my experience these past six months, I knew all too well that studying alone is a lonely, difficult process. The hardest part about it is keeping oneself accountable and continuing a long streak without losing momentum. So I said that I’d love to join him and his crew. What we do as a group is nothing grandiose: we simply keep a log of what we’re studying and answer questions that others might have when they come up in our group chat. While the studying is mostly done on one’s own, the fact that we keep a semi-public record of where we are in terms of our study should hopefully motivate all of us to keep making progress until the end. As for me, my goal is to finish the book R for Data Science, which I had meant to read but never went past chapter 1, mostly because I got carried away by other things. Enough of the prologue, here’s a summary of what I’ve learned so far by from the book.  is a powerful visualization package in R, much like  in Python. I’m not proficient enough in  to make a direct comparison, but I’ve heard very positive things about EDA with R, so I’m excited to learn and have an additional tool under my belt. Let’s first load the  library to get started. We will be dealing with the  data frame, which is built into . Since we’ve already loaded  via , we can take a look at the data frame simply by typing its name. We will also be using the  data set, also from . Let’s take a look. Let’s cut to the chase and take a look at a very simple example of a .  Things might look a bit confusing at first, but here is a brief rundown of the syntax: The obvious part is the declaration of data that we do inside the  function. Here, we simplify specify what data frame we are going to be using. Then, we add s to the canvas.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (3),"This is somewhat akin to calling  and  in Python, where  is like , , , or other variations, The  is in a sense a set structure in R. As the name implies,  maps various visualization attributes to the data. These attributes include basic things like  and , as well as other aspects like , , or . For example, we might do something like  In this case, the problem is that R only supports 6 different ticks or shapes by default, but we have 7 classes, making it impossible to render every data point. Nonetheless, it demonstrates how we can toggle additional options within  and . We can also make use of scoping to reduce redundanceis. For example, consider the following graph declaration.  This is cool, but notice that we are writing repated code for the mappings. Instead, we can use global scoping under the  function and streamline the code as follows:  This is no rocket science: all that happened is that we moved the mapping arguments upward to , so that we no longer have to specify the mapping for each  as we had done previously. This not only helps save time, but is also easier to maintain and read. We can also create subplots that separate out each plot for an axis or dimension of data. This can sound a bit abstract at first, and indeed I did have some trouble understanding what faceting meant when I first read the relevant portion, but it’s surprisingly simple. The executive summary is that facets can be considered as a row of plots extracted from a pair plot. Enough talking, let’s take a look.  As you can see, instead of having all data points in one graph, facetting allows us to divide up the data according to some axis, such as  in this case. This might help us discover hidden trends that are not as obvious if the data were to be viewed in aggregate. We can also facet according to multiple axes instead of just one. The syntax is not so different from the previous example. The biggest difference is that instead of using , we use .  Here, we see the distribution of  according to two axes,  and .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (3),"Intuiting these facet graphs can get a bit more difficult as we start faceting around multiple axes, but simply think of it this way: instead of considering the data as a whole, we segment the data into certain groups according to their respective axeses or categories. Fanciness is definitely not what defines a good visualization, but some degree of vibrance certainly helps portray information, if used correctly. Let’s experiment with some colors.  By specifying , we see that, as expected, the fill of each bar in the bar plot have been painted according to . This is good, but it doesn’t exactly add new information. We can perhaps get a bit more creative and add an additional dimension of information by specifying  to be something other than , which is already handled by
. For instance,  Now things look a bit more interesting. Here, we not only see information on , but we also see the composition or distribution of  level for each . This has certainly added a layer of information. We can also specify a positional arguments to modify the looks of the graph a bit further according to our tastes and needs. For example, makes the graphs such that it will fill the canvas.  This information is informative in that it tells us that the higher the clarity of a dimaon, the more likely it is to be in a certain grade of cut. Namely, the yellow  clarity diamonds seems to belong to  the most.  There are other interesting options as well. For example,  places overlapping objects next to each other. Some other interesting options for scatter plots include . For the purposes of this notebook, however, we won’t go over every option there is: it suffices to demonstrate the role and functionality of the  argument in R. The default coordinate system for  is, as is the case with many other visualization packages, a cartesian coordinate. However, we can often apply transformations to alter the coordinate system. For example, consider the following bar plot:  We applied some miscellaneous touches to the configuration of the graph, but the gist of it is what we have already seen: a bar plot with coloring.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Tutorial (3),"How can we make this graph more interesting? One way is to apply various transformations to the coordinates of the graph. For instance, let’s try flipping the axes:  Here, we used the  function to literally flip the coordinates of the graph. This transformation can become particularly useful when the text labels of the data we are dealing with get very long. We can also transform the bar chart into a pie chart by moving to a polar coordinate from the cartesian.  I personally find this visualization incredibly appealing. Just a comment in passing. In this section, we’ve looked at various ways of creating visualizations and graphs. Using this accumulated knowledge, we can now update the basic syntax of  we’ve discussed in the previous section. Recall our basic template: We can now add more bells and whistles to this formula: This contains a lot of information that we have dealt with so far, with the exception of the  portion, which was dealt in the book but not in this notebook. I decided to leave that portion out because it appears to be a more intricate system that I might be interested as an intermediate user of . As of now, the default statistical transformations configured for each  should suffice for most use cases.  is a powerful visualization library with many useful functions. Although R’s vanilla plotting functions such as  or , which we explored in this previous
post are useful in their own right,  offers more customizability and a wealth of functions that make it much more attractive for production. I hope to continue this series as I get through R for Data Science with my study buddies. I’ve realized that studying new programming languages, such as C and R, during quarantine period is a good way to stay motivated and productive during what could potentially be dull, grey hours. See you in the next post!.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"So I’ve been spending some time this past week or so picking up a new language: C. C is considered by many to be one of the most basic and fundamental of all languages, not only because it is what powers the Linux kernel, but also because it has inspired and motivated the birth of many other languages that came after, such as C++, Java, and Python. In fact, many popular Python packages such as NumPy or TensorFlow are implemented through C or C++ under the hood. I thought learning C would be a fruitful endeavor during these sad quarantine hours, so here is my reflection, plus a short crash course for those who want to get a taste of what C is like. Let me put this out there first: C is not an easy language to pick up. This might be in large part due to the fact that I come from a Python background: Python is a dynamically-typed language, meaning that programmers don’t have to worry much about things like data types. In fact, it’s possible to do something like And Python will compile these without error. C, on the other hand, is very picky about data types and will print out a myriad of error statements to complain that something has gone astray. To be fair, however, this is not a problem exclusive to C: as far as I know, other languages like Java or even Swift will complain that such reassignments are impossible. It’s fairer to say that Python is the oddball here. But then there’re pointers. Pointers are one of those things that might seem doable and somewhat intuitive at first, then throws you off when you actually start coding, then gives you a false sense of security that you’ve grasped the concept, only to surprise you from behind with another set of complications. Even simple I/O functions like 	 seem daunting at first. I’ll shamelessly admit that it took me a full day or so to wrap my head around what was going on in these lines of code the first day I decided to venture into the world of C.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"Oh, and did I mention the fact that arrays and strings are a whole different animal in the world of C? I’ll stop here and go into more detail in later portions of this post, but in short, the conclusion is simple: pointers are confusing. And thus also is C. Then why learn C in the first place? After all, C is a pretty old language, and although it is used in the development of operating systems, kernels, and embedded systems, its applicability is more limited compared to something like Python or even C++. I personally think learning C helps us better understand how computers work and what’s actually going on under the hood. Because C is a rather low-level language, it is more machine-friendly and thus reveals more of what happens when lines of code are executed, a lot more than, say, Python. Granted, one can see memory addresses of where variables are stored as well, using something like But this is if we really try. C is designed in a less beginner-friendly fashion, so that it requires the programmer to think about things like garbage collection and memory management on the stack, heap, and so on. It also forces you to think more about overflow, which occurs when information assigned to a variable exceeds the maximum amount of information that can be stored in a given datatype’s representation. These are all basic computer science concepts, but because I was never trained to think rigorously or systematically about these issues, learning C was a challenging, refreshing experience. Enough of my story, let’s take a look at some of C’s basic syntax structures. This is not really going to be a full-fledged course, so perhaps crash course is a misnomer. But you get the idea: we’ll review some basic syntax to get a sense of how things work in C. Note that this may not be the most beginner friendly introduction to C programming: if you’re looking for a resource for starters, I highly recommend Introduction to Programming in C offered by Duke University on Coursera. One last note for my fellow Java programmers before we dive in: Java is C’s step cousin. If you know Java’s syntax, a lot of C’s syntax will seem familiar to you.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"But do not be fooled by the exterior familiarity: C’s behavior is often times different from that of Java’s, especially when it comes to things like pointers. This looks identical to Java for the most part. Functions are also pretty straightforward. One point of caution: variables that are declared, initialized, and modified within the function are killed once the function’s sequence is terminated, and thus its stack frame removed from computer’s memory. In other words, Although this may appear confusing at first, this makes a lot of sense if you start thinking in terms of stack frames. From the point of view of the function, in this case , the function has no knowledge of the actual variable that it is passed: it only knows the value of that parameter. Therefore, to way to go about this problem is to use pointers instead. If the whole  and  business seem confusing to you, don’t worry: the next section is dedicated to pointers and memory addresses. In C, everything is pass-by-value. This is why we could not modify a value within a function: the argument that is given is simply the value of that variable, not the reference to the variable itself. Therefore, if we want to modify objects outside of a function in C, we need to pass in what are called pointers. This stack overflow post explains the notion of emulating pass-by-reference in C by passing pointer values as we have done in the short example above. Put quite simply, a pointer is an object that—as the name implies—literally points to another object in the computer’s memory. The way this works is that the pointer stores the memory address of the object that it is pointing to. For example, recall this previous example As you can see, the memory address is a hexadecimal number that simply tells us where a certain data is stored. The number should be a 64 bits, or 8 bytes, but because I’m not using a proper data type such as , the length of the memory addresses are truncated. Let’s look more into the code. In this code snippet,  is a pointer that points to the integer . The  written in the declaration of  indicates that  is a pointer to an integer.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"And since  is a pointer, we initialize it with the memory address of , which can be obtained via the ampersand symbol, . One of the most confusing things about C is making sense of the distinction between a pointer and an array. Unlike in some other languages, where arrays are given first class citizen support, the notion of arrays is slightly more muddled in C. I’ve sifted through countless SO posts to understand whether the following statement is true: In C, arrays are equivalent to pointers. Indeed, this proposition seems very true if you try something like this: This result seems to suggest that there is no difference between an array, a pointer to an array, or the pointer to the first element of the array. Indeed, it appears as if an array is just really a pointer. In fact, it is even possible to store an array into a pointer (or at least appear so): However, a pointer is not an array, and the two should not be confused. As one of the gurus on SO memorably said, Pointers are pointers and arrays are arrays. Indeed, this statement will understandably trigger the GCC Compiler to complain that something is wrong: Specifically, it states that . This message simply means that a pointer is not an array, which is why it is impossible for a pointer to store an array. Then, what is the relationship between a pointer and an array? The answer is that an array often decays into a pointer to the first element of that array. This decay happens, for instance, when an array is passed into a function as a parameter. Let’s consider the example of a function that prints a 2D array. Note that the function  is passed in a 2D array, . However, the function  accepts a pointer to an array of size . Why is this the case? Well, we simply recall the fact that an array decays to a pointer to the first element of that array. In this case, because  is a 2D array, its first element is a 1D array of length . Therefore,  accepts a pointer to an array as its argument.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"Something that I was very confused when first starting out with pointers and C in general was the conflation of double pointers with 2D arrays. The two should not be confused. For example, in the  function above, if we define the parameter as something like , we would be greeted with a compiler error. 1D arrays decay into  pointers, but this does not mean that 2D arrays decay into double pointers; instead, as we have seen, they decay into , or pointer to an array. One important fact that deserves its own subsection, related to the topic of pointers and arrays, is the  operator. Earlier we have noted that arrays frequently decay into the pointer to the first element of that array. However, there are exceptions when this is not the case: sometimes, the array retains its form and produces results differently than we would expect if we were to consider it a pointer to the first element. For example, consider the following code snippet: On my work station running on macOS,  is 4 bytes, which is why the size of  is 40. This is clearly not the result we would get if we calculated the size of the pointer to the first array. In other words, the general rule of thumb that arrays decay into pointers to their first elements holds true for the most part, with several exceptions, the most notable and common of which is the  operator. Another point of confusion I ran into was the difference between These two seem to achieve the same end goal: creating a string variable that contains . However, under the hood,  and  are very different. In other words,  and  are two distinct ways of initializing strings: the first method creates a  array that stores a string-literal, as the syntax suggests; the second method, on the other hand, creates a pointer to a string-literal, which is stored in the read-only portion of the computer’s memory. A corollary of this difference is that assigning or modifying contents of the string is only legal in the case of the first array-type declaration.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning C,"Concretely, The array-type initialization method should more accurately be understood as a short-hand for The last element is the null terminator, which is basically a way for computers of knowing that the string has ended and to ensure that the contents of the array is a valid C string. Note that null terminators are necessary only to make some data a valid C string; hence, it is not a requirement of the  datatype to have a null terminator as its last element. Another confusion that might throw of some beginners is the use of  in declaring and initializing strings. The difference, to put it in human language terms, is that  is a pointer to a constant character; , on the other hand, is a constant pointer to a character. The implications of this are best demonstrated via an example:  is a pointer to a constant, which means that the pointer itself can be modified, whereas the object itself is pointing to cannot. Therefore, one cannot deference that pointer to modify its content, which is what  is attempting to do in the example above. For , which is a constant pointer to a character, the situation is slightly different. Because  itself is a  variable, it cannot be assigned a new memory address to point to. We can combine both worlds to create something like In this case,  cannot be dereferenced to alter the value it is pointing to, nor can we modify the pointer itself to refer to a new memory location. This is because  is a constant pointer to a constant character. By now, you should be a wizard at reading character pointers. Let’s take a break from pointers, arrays, and strings and talk about something simpler. In C, there is a shorthand for if-else conditional statements, known as ternary operators. This is just another way of saying The ternary operator is a lot more concise than the conditional statement. Of course, once we get into more complicated code, there will most definitely be cases when we want to use if-else instead of the ternary operator, but it is a good tool to have nonetheless. Personally, I’ve found it useful when declaring some simple macro functions. Then, we can now use  and pretend like it is a built-in function.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
